1,26 Sep 2015,17:34:50,0.944541790334,https://www.ammado.com/community/169636,200,OK,46009,0.944541,0.811052,default_timer,1343 Donations
1,26 Sep 2015,17:49:50,900.670356512,https://www.ammado.com/community/159441,200,OK,48980,0.678745,0.543616,default_timer,1489 Donations
1,26 Sep 2015,18:04:50,1800.6529282,https://www.ammado.com/community/169636,200,OK,46009,0.670448,0.534121,default_timer,1350 Donations
1,26 Sep 2015,18:19:50,2700.58958872,https://www.ammado.com/community/159441,200,OK,48980,0.616297,0.489608,default_timer,1502 Donations
1,26 Sep 2015,18:34:50,3600.59877103,https://www.ammado.com/community/169636,200,OK,46009,0.637655,0.514844,default_timer,1359 Donations
1,26 Sep 2015,18:49:50,4500.62422114,https://www.ammado.com/community/159441,200,OK,48980,0.672191,0.537777,default_timer,1514 Donations
1,26 Sep 2015,19:04:50,5400.61243042,https://www.ammado.com/community/169636,200,OK,46009,0.670465,0.527696,default_timer,1370 Donations
1,26 Sep 2015,19:19:50,6300.77228641,https://www.ammado.com/community/159441,200,OK,48980,0.842520,0.546482,default_timer,1528 Donations
1,26 Sep 2015,19:34:50,7200.55969549,https://www.ammado.com/community/169636,200,OK,46009,0.638693,0.507608,default_timer,1378 Donations
1,26 Sep 2015,19:49:50,8100.51042513,https://www.ammado.com/community/159441,200,OK,48980,0.600832,0.456499,default_timer,1539 Donations
1,26 Sep 2015,20:04:50,9000.55220185,https://www.ammado.com/community/169636,200,OK,46009,0.651401,0.520378,default_timer,1390 Donations
1,26 Sep 2015,20:19:50,9900.58859873,https://www.ammado.com/community/159441,200,OK,48980,0.697316,0.559863,default_timer,1552 Donations
1,26 Sep 2015,20:34:50,10800.495289,https://www.ammado.com/community/169636,200,OK,46009,0.616112,0.481975,default_timer,1395 Donations
1,26 Sep 2015,20:49:50,11700.485444,https://www.ammado.com/community/159441,200,OK,48980,0.616411,0.494366,default_timer,1561 Donations
1,26 Sep 2015,21:04:50,12600.4801952,https://www.ammado.com/community/169636,200,OK,46009,0.620250,0.491300,default_timer,1405 Donations
1,26 Sep 2015,21:19:50,13500.848889,https://www.ammado.com/community/159441,200,OK,48980,0.999166,0.825789,default_timer,1567 Donations
1,26 Sep 2015,21:34:50,14400.4862713,https://www.ammado.com/community/169636,200,OK,46009,0.646499,0.515622,default_timer,1414 Donations
1,26 Sep 2015,21:49:50,15300.4789909,https://www.ammado.com/community/159441,200,OK,48980,0.648478,0.515830,default_timer,1576 Donations
1,26 Sep 2015,22:04:50,16200.4197306,https://www.ammado.com/community/169636,200,OK,46009,0.598356,0.478204,default_timer,1422 Donations
1,26 Sep 2015,22:19:50,17100.4503446,https://www.ammado.com/community/159441,200,OK,48980,0.639053,0.507486,default_timer,1585 Donations
1,26 Sep 2015,22:34:50,18000.4116239,https://www.ammado.com/community/169636,200,OK,46009,0.610375,0.482686,default_timer,1428 Donations
1,26 Sep 2015,22:49:50,18900.4317534,https://www.ammado.com/community/159441,200,OK,48979,0.640683,0.511284,default_timer,1593 Donations
1,26 Sep 2015,23:04:50,19800.3729561,https://www.ammado.com/community/169636,200,OK,46009,0.590986,0.464968,default_timer,1430 Donations
1,26 Sep 2015,23:19:51,20701.3427716,https://www.ammado.com/community/159441,200,OK,48980,1.569993,1.449597,default_timer,1601 Donations
1,26 Sep 2015,23:34:51,21601.3082497,https://www.ammado.com/community/169636,200,OK,46009,1.544644,1.423140,default_timer,1440 Donations
1,26 Sep 2015,23:49:50,22500.4025545,https://www.ammado.com/community/159441,200,OK,48980,0.647982,0.489509,default_timer,1610 Donations
1,27 Sep 2015,00:04:50,23400.2982187,https://www.ammado.com/community/169636,200,OK,46009,0.552272,0.438063,default_timer,1446 Donations
1,27 Sep 2015,00:19:50,24300.3206929,https://www.ammado.com/community/159441,200,OK,48979,0.584439,0.519887,default_timer,1615 Donations
1,27 Sep 2015,00:34:50,25200.2602697,https://www.ammado.com/community/169636,200,OK,46009,0.533056,0.474805,default_timer,1452 Donations
1,27 Sep 2015,00:49:50,26100.2764554,https://www.ammado.com/community/159441,200,OK,48980,0.559414,0.501229,default_timer,1620 Donations
1,27 Sep 2015,01:04:50,27000.2109776,https://www.ammado.com/community/169636,200,OK,46009,0.503063,0.448725,default_timer,1456 Donations
1,27 Sep 2015,01:19:50,27900.2877393,https://www.ammado.com/community/159441,200,OK,48980,0.589957,0.524133,default_timer,1627 Donations
1,27 Sep 2015,01:34:50,28800.2048916,https://www.ammado.com/community/169636,200,OK,46009,0.516163,0.457217,default_timer,1464 Donations
1,27 Sep 2015,01:49:50,29700.2114355,https://www.ammado.com/community/159441,200,OK,48980,0.532932,0.474900,default_timer,1629 Donations
1,27 Sep 2015,02:05:00,30609.8791513,https://www.ammado.com/community/169636,500,Internal Server Error,0,10.209687,10.209643,default_timer,noMatch
1,27 Sep 2015,03:00:14,33923.6938183,https://www.ammado.com/community/159441,200,OK,48980,0.530146,0.479307,default_timer,1645 Donations
1,27 Sep 2015,05:34:16,43162.9258219,https://www.ammado.com/community/169636,0,[Errno 11004] getaddrinfo failed,0,0.202074,0.202056,default_timer,noMatch
